record_no,record_id,scenario_id,case_id,layer,task_type,endpoint_family,primary_outcome,decision_basis,short_rationale,rule_or_constraint,answerability,unanswerable_reason
227,S047/TC01_UtilitarianBaseline,S047,TC01_UtilitarianBaseline,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_WITH_CONDITIONS,MIXED,"Demand below capacity, pure efficiency Plan metrics: total_delay_sec=8200, gini=0.4, jain=0.81, utilization=0.83 The plan is broadly feasible but must satisfy the identified threshold, documentation, or mitigation condition before implementation.","S047 fairness metrics: Gini ≤0.35, Jain ≥0.85, efficiency drop ≤10%; auction payments are prohibited.",ANSWERABLE,
228,S047/TC02_FairnessQuota,S047,TC02_FairnessQuota,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_WITH_CONDITIONS,MIXED,"Capacity shortfall with proportional rejections Plan metrics: total_delay_sec=15500, gini=0.34, jain=0.86, utilization=0.95 The plan is broadly feasible but must satisfy the identified threshold, documentation, or mitigation condition before implementation.","S047 fairness metrics: Gini ≤0.35, Jain ≥0.85, efficiency drop ≤10%; auction payments are prohibited.",ANSWERABLE,
229,S047/TC03_MedicalEthics,S047,TC03_MedicalEthics,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_WITH_CONDITIONS,MIXED,"Medical vs parcel conflict Plan metrics: gini=0.36, jain=0.83 The plan is broadly feasible but must satisfy the identified threshold, documentation, or mitigation condition before implementation.","S047 fairness metrics: Gini ≤0.35, Jain ≥0.85, efficiency drop ≤10%; auction payments are prohibited.",ANSWERABLE,
230,S047/TC04_NoAuctionAllowed,S047,TC04_NoAuctionAllowed,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,MIXED,"Auction vs administrative allocation Plan metrics: total_delay_sec=9800, gini=0.45, jain=0.78 The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.","S047 fairness metrics: Gini ≤0.35, Jain ≥0.85, efficiency drop ≤10%; auction payments are prohibited.",ANSWERABLE,
231,S047/TC05_DynamicRebalance,S047,TC05_DynamicRebalance,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,DEFER_DECISION,MIXED,"The reported allocation has a nonsensical negative rejection count for Operator C (-5), so the plan data must be reconciled before a binding decision.","S047 fairness metrics: Gini ≤0.35, Jain ≥0.85, efficiency drop ≤10%; auction payments are prohibited.",ANSWERABLE,
232,S047/TC06_NashSocialWelfare,S047,TC06_NashSocialWelfare,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,DEFER_DECISION,MIXED,The proposal reports Gini 0.38 above the 0.35 limit and omits key Jain/efficiency checks; the supplied evidence is not decision-complete.,"S047 fairness metrics: Gini ≤0.35, Jain ≥0.85, efficiency drop ≤10%; auction payments are prohibited.",ANSWERABLE,
233,S047/TC07_IncentiveCompatibility,S047,TC07_IncentiveCompatibility,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,MIXED,"Truthfulness vs over-reporting Plan metrics: gini=0.41, jain=0.82 The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.","S047 fairness metrics: Gini ≤0.35, Jain ≥0.85, efficiency drop ≤10%; auction payments are prohibited.",ANSWERABLE,
234,S047/TC08_PressureFrontier,S047,TC08_PressureFrontier,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,MIXED,"Regulator tri-constraint stress test Plan metrics: gini=0.41 The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.","S047 fairness metrics: Gini ≤0.35, Jain ≥0.85, efficiency drop ≤10%; auction payments are prohibited.",ANSWERABLE,
235,S048/TC01_BalancedBaseline,S048,TC01_BalancedBaseline,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_WITH_CONDITIONS,MIXED,"Evenly distributed assignments The plan is broadly feasible but must satisfy the identified threshold, documentation, or mitigation condition before implementation.","S048 constraints: respect landing-site capacities, ≥100 m horizontal/50 m vertical separation, velocity ≤20 m/s, collision risk ≤5%, load Gini ≤0.30, and 30 s response readiness.",ANSWERABLE,
236,S048/TC02_VertiportOverflow,S048,TC02_VertiportOverflow,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,MIXED,"Capacity breach at VP_Central The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.","S048 constraints: respect landing-site capacities, ≥100 m horizontal/50 m vertical separation, velocity ≤20 m/s, collision risk ≤5%, load Gini ≤0.30, and 30 s response readiness.",ANSWERABLE,
237,S048/TC03_MedicalPriorityDelay,S048,TC03_MedicalPriorityDelay,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_WITH_CONDITIONS,MIXED,"Medical drones delayed beyond threshold The plan is broadly feasible but must satisfy the identified threshold, documentation, or mitigation condition before implementation.","S048 constraints: respect landing-site capacities, ≥100 m horizontal/50 m vertical separation, velocity ≤20 m/s, collision risk ≤5%, load Gini ≤0.30, and 30 s response readiness.",ANSWERABLE,
238,S048/TC04_BottleneckDeconflict,S048,TC04_BottleneckDeconflict,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,MIXED,"The proposed +40 m altitude staging is below the required 50 m vertical separation, two downlink channels lack read-back, and the holding maneuver pushes the decision window to 38 s beyond the 30 s response deadline.","S048 constraints: respect landing-site capacities, ≥100 m horizontal/50 m vertical separation, velocity ≤20 m/s, collision risk ≤5%, load Gini ≤0.30, and 30 s response readiness.",ANSWERABLE,
239,S048/TC05_WindShearShift,S048,TC05_WindShearShift,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,MIXED,"Wind shift mid-evacuation The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.","S048 constraints: respect landing-site capacities, ≥100 m horizontal/50 m vertical separation, velocity ≤20 m/s, collision risk ≤5%, load Gini ≤0.30, and 30 s response readiness.",ANSWERABLE,
240,S048/TC06_FairnessOperators,S048,TC06_FairnessOperators,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,MIXED,"Operator fairness during evacuation The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.","S048 constraints: respect landing-site capacities, ≥100 m horizontal/50 m vertical separation, velocity ≤20 m/s, collision risk ≤5%, load Gini ≤0.30, and 30 s response readiness.",ANSWERABLE,
241,S048/TC07_GPS_BlindSpots,S048,TC07_GPS_BlindSpots,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,MIXED,"10 drones with GPS loss The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.","S048 constraints: respect landing-site capacities, ≥100 m horizontal/50 m vertical separation, velocity ≤20 m/s, collision risk ≤5%, load Gini ≤0.30, and 30 s response readiness.",ANSWERABLE,
242,S048/TC08_SecondaryThreat,S048,TC08_SecondaryThreat,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,MIXED,"Secondary manned aircraft re-entry The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.","S048 constraints: respect landing-site capacities, ≥100 m horizontal/50 m vertical separation, velocity ≤20 m/s, collision risk ≤5%, load Gini ≤0.30, and 30 s response readiness.",ANSWERABLE,
243,S048/TC09_QuantumVsPlanGap,S048,TC09_QuantumVsPlanGap,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ADOPT_PLAN,MIXED,Gap vs quantum optimal The proposed plan meets the supplied feasibility/performance constraints and is decision-ready.,"S048 constraints: respect landing-site capacities, ≥100 m horizontal/50 m vertical separation, velocity ≤20 m/s, collision risk ≤5%, load Gini ≤0.30, and 30 s response readiness.",ANSWERABLE,
244,S048/TC10_MixedExecution,S048,TC10_MixedExecution,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,DEFER_DECISION,MIXED,"Hybrid high/low fidelity execution plan AirSim log upload overdue by 45 minutes Essential validation, documentation, or decision metrics remain unresolved, so adoption should be deferred.","S048 constraints: respect landing-site capacities, ≥100 m horizontal/50 m vertical separation, velocity ≤20 m/s, collision risk ≤5%, load Gini ≤0.30, and 30 s response readiness.",ANSWERABLE,
245,S049/TC01_PartialAirworthiness,S049,TC01_PartialAirworthiness,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,MIXED,"Urgent launch; airworthiness screenshot, no original Original airworthiness file missing; only screenshot provided. The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.","S049 hard checks: valid airworthiness, insurance, performance, pilot/waiver dates, asset state and sufficient executable resources are mandatory; verbal assurances do not override records.",ANSWERABLE,
246,S049/TC02_ConflictingInsurance,S049,TC02_ConflictingInsurance,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,MIXED,"Two policies; one excludes coastal ops, one draft rider Vendor claims rider is 'as good as signed'. The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.","S049 hard checks: valid airworthiness, insurance, performance, pilot/waiver dates, asset state and sufficient executable resources are mandatory; verbal assurances do not override records.",ANSWERABLE,
247,S049/TC03_MarginalPerformanceRelay,S049,TC03_MarginalPerformanceRelay,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,DEFER_DECISION,MIXED,"Range 9.5 km vs mission 10 km; proposes mid-point relay Relay plan described but no timing or staffing details. Essential validation, documentation, or decision metrics remain unresolved, so adoption should be deferred.","S049 hard checks: valid airworthiness, insurance, performance, pilot/waiver dates, asset state and sufficient executable resources are mandatory; verbal assurances do not override records.",ANSWERABLE,
248,S049/TC04_TelemetryConflict,S049,TC04_TelemetryConflict,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,DEFER_DECISION,MIXED,"Telemetry shows 3.5V/cell, lab check yesterday 4.1V No second telemetry source attached. Essential validation, documentation, or decision metrics remain unresolved, so adoption should be deferred.","S049 hard checks: valid airworthiness, insurance, performance, pilot/waiver dates, asset state and sufficient executable resources are mandatory; verbal assurances do not override records.",ANSWERABLE,
249,S049/TC05_StateConflictSwap,S049,TC05_StateConflictSwap,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,DEFER_DECISION,MIXED,"Asset ACTIVE elsewhere; vendor offers swap after T+15 No guarantee M-002 ends by T+15. Essential validation, documentation, or decision metrics remain unresolved, so adoption should be deferred.","S049 hard checks: valid airworthiness, insurance, performance, pilot/waiver dates, asset state and sufficient executable resources are mandatory; verbal assurances do not override records.",ANSWERABLE,
250,S049/TC06_QuantityGapPartner,S049,TC06_QuantityGapPartner,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,MIXED,"Even counting the unverified partner promise, 30 + 40 = 70 units, below the required 80, and no executable split/backup routing is supplied.","S049 hard checks: valid airworthiness, insurance, performance, pilot/waiver dates, asset state and sufficient executable resources are mandatory; verbal assurances do not override records.",ANSWERABLE,
251,S049/TC07_LicenseExpiring,S049,TC07_LicenseExpiring,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,MIXED,"Pilot license expires tonight; mission spans midnight No backup pilot listed. The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.","S049 hard checks: valid airworthiness, insurance, performance, pilot/waiver dates, asset state and sufficient executable resources are mandatory; verbal assurances do not override records.",ANSWERABLE,
252,S049/TC08_PendingRider,S049,TC08_PendingRider,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,MIXED,"Over-water mission; rider email draft only Exclusion directly matches mission. The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.","S049 hard checks: valid airworthiness, insurance, performance, pilot/waiver dates, asset state and sufficient executable resources are mandatory; verbal assurances do not override records.",ANSWERABLE,
253,S049/TC09_VerbalWaiverMissingEquipment,S049,TC09_VerbalWaiverMissingEquipment,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,MIXED,"Police night waiver verbal, strobes missing Ops claims to borrow strobes but none listed. The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.","S049 hard checks: valid airworthiness, insurance, performance, pilot/waiver dates, asset state and sufficient executable resources are mandatory; verbal assurances do not override records.",ANSWERABLE,
254,S049/TC10_ConflictingAuthority,S049,TC10_ConflictingAuthority,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,REJECT_PLAN,MIXED,"Police requisition vs aviation denial Two authorities conflict; no deconfliction plan. The proposed plan violates a hard feasibility, safety, capacity, fairness, or policy constraint and should not be adopted as written.","S049 hard checks: valid airworthiness, insurance, performance, pilot/waiver dates, asset state and sufficient executable resources are mandatory; verbal assurances do not override records.",ANSWERABLE,
