record_no,record_id,scenario_id,case_id,layer,task_type,endpoint_family,a1_answerability,a1_outcome,a1_basis,a2_answerability,a2_outcome,a2_basis,pre_adjudication_agreement,final_answerability,final_outcome,final_basis,basis_resolution_source,final_label_source,final_rationale,governing_rule_or_constraint,freeze_status
183,S030/TC5_ORLogic,S030,TC5_ORLogic,2,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_PLAN,DETERMINISTIC,ANSWERABLE,ADOPT_PLAN,MIXED,YES,ANSWERABLE,ADOPT_PLAN,DETERMINISTIC,DOMINANT_BASIS_CALIBRATION,A1_A2_AGREEMENT,"Current wind (8 m/s) is already under the 12 m/s limit, satisfying the OR condition (wind<12 OR waiver) without needing a waiver at all.",Wind 8 m/s < 12 m/s limit; OR condition satisfied by the first branch.,FIXED_REFERENCE_LABEL
184,S030/TC6_PriorityInversion,S030,TC6_PriorityInversion,2,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,REGULATORY,ANSWERABLE,REJECT_PLAN,MIXED,YES,ANSWERABLE,REJECT_PLAN,REGULATORY,DOMINANT_BASIS_CALIBRATION,A1_A2_AGREEMENT,"R1 explicitly ranks medical above commercial; a commercial client's claimed financial loss does not authorize overriding the medical mission's priority, so the override request is rejected while the medical mission proceeds unchanged.",R1: 'medical > commercial > inspection.',FIXED_REFERENCE_LABEL
185,S030/TC7_GreyZone,S030,TC7_GreyZone,2,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,ANSWERABLE,ADOPT_WITH_CONDITIONS,MIXED,YES,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,DOMINANT_BASIS_CALIBRATION,A1_A2_AGREEMENT,"All three constraints are technically satisfied (battery 55%>=50%, wind 9.8<10, NFZ boundary 520m>500m) but with thin margins; adopt the plan while flagging the tight tolerances for active monitoring.",All constraints pass numerically but with minimal headroom.,FIXED_REFERENCE_LABEL
186,S030/TC8_ConditionalChain,S030,TC8_ConditionalChain,2,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,ANSWERABLE,ADOPT_WITH_CONDITIONS,MIXED,YES,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,DOMINANT_BASIS_CALIBRATION,A1_A2_AGREEMENT,"Battery (45%) fails the direct-flight branch (needs >=60%) and the charger is occupied (fails the second branch), but a backup drone is available, satisfying the third branch of the IF/ELSEIF chain; dispatch the backup per the stated logic.",Conditional chain: battery<60 -> charger occupied -> backup available -> dispatch backup.,FIXED_REFERENCE_LABEL
187,S041/TC01_ZeroSpillBaseline,S041,TC01_ZeroSpillBaseline,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,YES,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,A1_A2_AGREEMENT,A1_A2_AGREEMENT,"Spill rate (0.0) and utilization (0.72) both clear their targets, but idle rate (0.35) far exceeds the 0.2 ceiling; the 10-aircraft fleet is over-provisioned and should be trimmed while preserving the near-zero spill outcome.",idle_rate_ceiling=0.2 breached (0.35); spill_rate_threshold and utilization_target both met.,FIXED_REFERENCE_LABEL
188,S041/TC02_LightSpillAcceptable,S041,TC02_LightSpillAcceptable,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_PLAN,DETERMINISTIC,ANSWERABLE,ADOPT_PLAN,DETERMINISTIC,YES,ANSWERABLE,ADOPT_PLAN,DETERMINISTIC,A1_A2_AGREEMENT,A1_A2_AGREEMENT,"Spill (0.042), idle (0.12), and utilization (0.78) all clear their respective targets (<=0.05, <=0.2, >=0.7) for this minimal 6-aircraft fleet.",All three optimization targets met simultaneously.,FIXED_REFERENCE_LABEL
189,S041/TC03_SevereSpill,S041,TC03_SevereSpill,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,YES,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,A1_A2_AGREEMENT,A1_A2_AGREEMENT,Spill rate (0.182) is more than 3.5x the 0.05 threshold with an 11.8-minute average wait; the aggressive 4-aircraft cost-cutting plan under-provisions the fleet unacceptably despite high utilization.,spill_rate_threshold=0.05 badly breached (0.182).,FIXED_REFERENCE_LABEL
190,S041/TC04_FragmentedNFZBaseline,S041,TC04_FragmentedNFZBaseline,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,YES,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,A1_A2_AGREEMENT,A1_A2_AGREEMENT,Idle rate (0.48) is far over the 0.2 ceiling and utilization (0.64) falls short of the 0.7 target despite zero spill; the 12-aircraft fleet is a severe over-investment relative to demand.,idle_rate_ceiling and utilization_target both breached despite zero spill.,FIXED_REFERENCE_LABEL
191,S041/TC05_ImbalancedDemand,S041,TC05_ImbalancedDemand,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,YES,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,A1_A2_AGREEMENT,A1_A2_AGREEMENT,"Idle (0.19) and utilization (0.73) pass, but spill (0.061) slightly exceeds the 0.05 threshold under the CBD-heavy 7:3 skew; rebalance the CBD/Airport split further toward CBD to bring spill under the target.",spill_rate_threshold slightly exceeded (0.061 vs 0.05) under directional demand skew.,FIXED_REFERENCE_LABEL
192,S041/TC06_OffPeakEfficiency,S041,TC06_OffPeakEfficiency,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_PLAN,DETERMINISTIC,ANSWERABLE,ADOPT_PLAN,DETERMINISTIC,YES,ANSWERABLE,ADOPT_PLAN,DETERMINISTIC,A1_A2_AGREEMENT,A1_A2_AGREEMENT,"During the off-peak lull, spill (0.0) and idle (0.18) both clear their targets, and utilization (0.69) is close enough to the 0.7 target to be acceptable given naturally lower off-peak demand.",Off-peak performance strong across all metrics; utilization near-target given the demand context.,FIXED_REFERENCE_LABEL
193,S041/TC07_PeakShock,S041,TC07_PeakShock,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,YES,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,A1_A2_AGREEMENT,A1_A2_AGREEMENT,The static 8-aircraft baseline breaches the spill threshold (0.097 vs 0.05) under a weather-diversion demand spike; adopt the baseline fleet size for normal operations but require a documented surge-response/contingency protocol for shock events.,spill_rate_threshold breached under shock (0.097); baseline otherwise reasonable.,FIXED_REFERENCE_LABEL
194,S041/TC08_MediumTermPlan,S041,TC08_MediumTermPlan,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,YES,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,A1_A2_AGREEMENT,A1_A2_AGREEMENT,"The 7-9 aircraft range meets targets at the median (spill 0.038) but breaches them at the p95 tail (spill 0.072, idle up to 0.27); adopt the range for typical seasonal operation with an explicit contingency buffer for worst-case demand seasons.",Median performance compliant; p95 tail breaches spill and idle thresholds.,FIXED_REFERENCE_LABEL
195,S042/TC01_FastOnlyMaxRevenue,S042,TC01_FastOnlyMaxRevenue,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,YES,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,A1_A2_AGREEMENT,A1_A2_AGREEMENT,Capacity retention (0.72) falls below the mandatory 0.8 floor despite the highest NPV; a hard constraint violation cannot be adopted regardless of revenue advantage.,constraint 'capacity_retention min 0.8' violated (0.72).,FIXED_REFERENCE_LABEL
196,S042/TC02_SlowOnlyLongevity,S042,TC02_SlowOnlyLongevity,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,YES,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,A1_A2_AGREEMENT,A1_A2_AGREEMENT,Peak utilization (0.58) falls well below the mandatory 0.7 floor and ROI (0.62) is unprofitable; the slow-only strategy cannot serve peak demand adequately despite excellent battery longevity.,constraint 'peak_utilization min 0.7' violated (0.58); ROI<1.,FIXED_REFERENCE_LABEL
197,S042/TC03_HybridPeakFast,S042,TC03_HybridPeakFast,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_PLAN,DETERMINISTIC,ANSWERABLE,ADOPT_PLAN,DETERMINISTIC,YES,ANSWERABLE,ADOPT_PLAN,DETERMINISTIC,A1_A2_AGREEMENT,A1_A2_AGREEMENT,"All four hard constraints pass (retention 0.83>=0.8, utilization 0.76>=0.7, charger ratio 1.1<=1.2, grid penalty 0.11<=0.15) with strong NPV ($1.32M) and ROI (1.24).",All constraints satisfied; strongest compliant NPV among reviewed cases so far.,FIXED_REFERENCE_LABEL
198,S042/TC04_MediumRateLimitedChargers,S042,TC04_MediumRateLimitedChargers,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,YES,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,A1_A2_AGREEMENT,A1_A2_AGREEMENT,"Retention, utilization, and grid penalty all pass, but charger-to-fleet ratio (1.35) exceeds the 1.2 maximum; adopt the 4C charging approach with additional charger infrastructure investment to bring the ratio into compliance.",constraint 'charger_to_fleet_ratio max 1.2' violated (1.35).,FIXED_REFERENCE_LABEL
199,S042/TC05_GridResponsivePlan,S042,TC05_GridResponsivePlan,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_PLAN,DETERMINISTIC,ANSWERABLE,ADOPT_PLAN,DETERMINISTIC,YES,ANSWERABLE,ADOPT_PLAN,DETERMINISTIC,A1_A2_AGREEMENT,A1_A2_AGREEMENT,"All constraints pass (retention 0.81, utilization 0.74, charger ratio 1.12, grid penalty 0.05 -- the best grid score reviewed) with solid NPV ($1.25M); a strong compliant alternative to the hybrid plan, especially where grid impact matters.",All constraints satisfied with the lowest grid penalty among reviewed strategies.,FIXED_REFERENCE_LABEL
200,S042/TC06_HighTempFastCharge,S042,TC06_HighTempFastCharge,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,YES,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,A1_A2_AGREEMENT,A1_A2_AGREEMENT,"In the 38C ambient environment, capacity retention (0.78) falls below the 0.8 floor and grid penalty (0.17) exceeds the 0.15 ceiling; fast charging is unsuitable for this hot-climate vertiport as specified.",Two constraints violated simultaneously (retention and grid penalty) due to high ambient temperature.,FIXED_REFERENCE_LABEL
201,S042/TC07_BatteryLeaseModel,S042,TC07_BatteryLeaseModel,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,ANSWERABLE,ADOPT_PLAN,DETERMINISTIC,NO,ANSWERABLE,ADOPT_PLAN,DETERMINISTIC,CASE_ADJUDICATION,AUTHOR_COORDINATOR_REVIEW,The battery-lease model satisfies the stated hard constraints; ROI is not identified as an additional decision threshold.,Do not introduce an unstated constraint after the supplied feasibility checks pass.,FIXED_REFERENCE_LABEL
202,S042/TC08_PhasedUpgradePlan,S042,TC08_PhasedUpgradePlan,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_PLAN,DETERMINISTIC,ANSWERABLE,DEFER_DECISION,DETERMINISTIC,NO,ANSWERABLE,DEFER_DECISION,INTERPRETIVE,CASE_ADJUDICATION,AUTHOR_COORDINATOR_REVIEW,"Required performance metrics and implementation validation are absent, so the phased upgrade is not yet decision-ready.",Defer when material evaluation evidence is missing rather than inventing conditions.,FIXED_REFERENCE_LABEL
203,S043/TC01_PrepositionAligned,S043,TC01_PrepositionAligned,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_PLAN,DETERMINISTIC,ANSWERABLE,ADOPT_PLAN,DETERMINISTIC,YES,ANSWERABLE,ADOPT_PLAN,DETERMINISTIC,A1_A2_AGREEMENT,A1_A2_AGREEMENT,"Wait (3.2min), empty-leg (0.11), and utilization (0.78) all clear targets (<=5min, <=0.15, >=0.7) with zero repositioning cost during the CBD-heavy morning peak.",All operational targets met with zero repositioning cost.,FIXED_REFERENCE_LABEL
204,S043/TC02_EmergencyRebalanceMorning,S043,TC02_EmergencyRebalanceMorning,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,YES,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,A1_A2_AGREEMENT,A1_A2_AGREEMENT,"An even 10/10 split during the CBD-dominant morning peak (8.3:1 imbalance) fails all three targets (wait 7.8>5, empty-leg 0.22>0.15, utilization 0.64<0.7) at a $150 repositioning cost -- clearly inferior to the aligned staging in TC01.",All three operational targets breached; mismatched to the actual demand imbalance.,FIXED_REFERENCE_LABEL
205,S043/TC03_ValleyRechargePlan,S043,TC03_ValleyRechargePlan,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_PLAN,DETERMINISTIC,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,NO,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,CASE_ADJUDICATION,AUTHOR_COORDINATOR_REVIEW,The plan is otherwise viable but utilization is 0.68 against the stated 0.70 minimum.,Condition adoption on satisfying the explicit utilization threshold.,FIXED_REFERENCE_LABEL
206,S043/TC04_ValleyOverCharging,S043,TC04_ValleyOverCharging,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,YES,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,A1_A2_AGREEMENT,A1_A2_AGREEMENT,Excessive charging emphasis leaves the corridor badly uncovered: wait (9.4min) and utilization (0.41) fail badly even though empty-leg looks good; the corridor coverage trade-off is not acceptable.,wait/utilization targets badly breached despite good empty-leg metric.,FIXED_REFERENCE_LABEL
207,S043/TC05_EveningPeakMismatch,S043,TC05_EveningPeakMismatch,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,YES,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,A1_A2_AGREEMENT,A1_A2_AGREEMENT,CBD-heavy staging (16 CBD / 4 Airport) is mismatched to the airport-bound evening surge (4.4:1 imbalance the other direction); wait (11.2min) and empty-leg (0.19) both fail badly with 12% spill.,Fleet distribution inverted relative to the evening demand direction; multiple targets breached.,FIXED_REFERENCE_LABEL
208,S043/TC06_EveningShiftPlan,S043,TC06_EveningShiftPlan,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,YES,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,A1_A2_AGREEMENT,A1_A2_AGREEMENT,Proactive airport staging (9 CBD/11 Airport) meets wait (4.7min) and utilization (0.75) targets; empty-leg (0.16) is marginally over the 0.15 target and could be tuned slightly further.,Two of three targets clearly met; empty-leg marginally over target.,FIXED_REFERENCE_LABEL
209,S043/TC07_WeatherClosureScenario,S043,TC07_WeatherClosureScenario,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,NO,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,CASE_ADJUDICATION,AUTHOR_COORDINATOR_REVIEW,"The weather-closure plan violates the stated wait-time and empty-leg targets, which remain hard constraints in the case.",Reject a plan that fails supplied hard performance constraints.,FIXED_REFERENCE_LABEL
210,S043/TC08_RL_vs_LLM_Benchmark,S043,TC08_RL_vs_LLM_Benchmark,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADVISORY_ONLY,MIXED,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,NO,ANSWERABLE,ADVISORY_ONLY,DETERMINISTIC,CASE_ADJUDICATION,AUTHOR_COORDINATOR_REVIEW,The row asks for a comparison of RL and LLM performance rather than adoption or rejection of a single operational plan.,Match the endpoint to the requested decision scope.,FIXED_REFERENCE_LABEL
211,S045/TC01_TrivialPairViolation,S045,TC01_TrivialPairViolation,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,YES,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,A1_A2_AGREEMENT,A1_A2_AGREEMENT,"The candidate plan approves both UAV_01 and UAV_02 despite them being a listed conflicting pair (a direct violation of the independent-set requirement, flagged in conflict_violations); the plan is infeasible as submitted.","conflict_violations lists [UAV_01, UAV_02, 150] -- both approved despite being a conflict pair.",FIXED_REFERENCE_LABEL
212,S045/TC02_TriangleConditionals,S045,TC02_TriangleConditionals,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_PLAN,DETERMINISTIC,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,NO,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,CASE_ADJUDICATION,AUTHOR_COORDINATOR_REVIEW,"The proposed approvals include the explicit UAV03-UAV05 conflict pair, so the raw compatibility graph disproves feasibility.",Raw hard-conflict edges override a summary claim of no violations.,FIXED_REFERENCE_LABEL
213,S045/TC03_StarVsLeaves,S045,TC03_StarVsLeaves,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,NO,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,CASE_ADJUDICATION,AUTHOR_COORDINATOR_REVIEW,"The approved hub conflicts with every approved leaf, making the proposed star allocation infeasible.",Any selected hard-conflict pair invalidates the allocation.,FIXED_REFERENCE_LABEL
214,S045/TC04_LongChainOptimal,S045,TC04_LongChainOptimal,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_PLAN,DETERMINISTIC,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,NO,ANSWERABLE,ADOPT_PLAN,DETERMINISTIC,CASE_ADJUDICATION,AUTHOR_COORDINATOR_REVIEW,"The long-chain allocation is feasible and independent, and the stated 7.2% gap violates no supplied threshold.",Approve a feasible plan when no stated optimality threshold is breached.,FIXED_REFERENCE_LABEL
215,S045/TC05_DenseGridPenalty,S045,TC05_DenseGridPenalty,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,YES,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,A1_A2_AGREEMENT,A1_A2_AGREEMENT,"The plan is feasible with a very small 2.5% optimality gap, but fairness metrics breach the stated thresholds: gini 0.48 exceeds the 0.4 limit and delay std-dev 128s exceeds the 120s cap; adopt the routing but address the fairness/delay-variance issues.",fairness_constraints.gini_threshold=0.4 exceeded (0.48); delay_std_dev_sec threshold 120 exceeded (128).,FIXED_REFERENCE_LABEL
216,S045/TC06_CliqueMisinterpretation,S045,TC06_CliqueMisinterpretation,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,YES,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,A1_A2_AGREEMENT,A1_A2_AGREEMENT,"The plan treats a 10-node clique as if members were mutually compatible, approving 12 routes with multiple explicit conflict violations and a 95.4% optimality gap -- a severe misapplication of the conflict graph.",conflict_violations lists multiple pairwise breaches within the approved set; optimality_gap_pct=95.4 (badly infeasible).,FIXED_REFERENCE_LABEL
217,S045/TC07_FairnessVsUrgency,S045,TC07_FairnessVsUrgency,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_WITH_CONDITIONS,MIXED,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,YES,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,DOMINANT_BASIS_CALIBRATION,A1_A2_AGREEMENT,No conflict violations; approving only the medevac (weight 100) over five couriers is the correct life-safety prioritization even though it looks suboptimal on raw weight-sum (33.3% gap) and breaches the 0.4 fairness gini limit (0.61) -- adopt with the offered courier compensation and document the urgency-based exception to the fairness threshold.,"fairness_constraints.gini_threshold=0.4 exceeded (0.61), but justified by the medevac-vs-courier priority skew; conflict_violations=[].",FIXED_REFERENCE_LABEL
218,S045/TC08_HybridQuantumBenchmark,S045,TC08_HybridQuantumBenchmark,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,YES,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,A1_A2_AGREEMENT,A1_A2_AGREEMENT,"The plan is feasible with a reasonable 11.9% optimality gap, but the fairness gini (0.44) exceeds the 0.4 limit; adopt with a requirement to rebalance delay distribution across drone classes or document the medical-priority justification for the imbalance.",fairness_constraints.gini_threshold=0.4 exceeded (0.44); conflict_violations=[].,FIXED_REFERENCE_LABEL
219,S046/TC01_FIFO_Baseline,S046,TC01_FIFO_Baseline,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,YES,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,A1_A2_AGREEMENT,A1_A2_AGREEMENT,"Max delay (270s) and divert ratio (0.2) both pass, but fairness gini (0.36) marginally exceeds the 0.35 limit; adopt the FIFO plan with a minor fairness adjustment.",fairness_gini_limit=0.35 marginally exceeded (0.36).,FIXED_REFERENCE_LABEL
220,S046/TC02_BatteryEmergency,S046,TC02_BatteryEmergency,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,YES,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,A1_A2_AGREEMENT,A1_A2_AGREEMENT,"Max delay (300s, at the cap) and gini (0.34) both pass numerically, but the required mitigations for displaced drones D04/D05 are incomplete -- passenger notice is 'pending finance approval' and the fairness memo is unsigned; adopt only once those mitigations are finalized.","max_individual_delay_sec=300 at the boundary; mitigations (passenger_notice, fairness_memo) not yet completed.",FIXED_REFERENCE_LABEL
221,S046/TC03_GateDeadlock,S046,TC03_GateDeadlock,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,YES,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,A1_A2_AGREEMENT,A1_A2_AGREEMENT,"Max delay (420s) exceeds the 300s cap and gini (0.44) exceeds the 0.35 limit; the plan's own conflict notes confirm a gate-matching failure (D04's fast-charge requirement queued behind two standard drones for G1, medical drones D05/D06 held despite open G2/G3 slots).",max_individual_delay_sec=300 exceeded (420); fairness_gini_limit=0.35 exceeded (0.44); explicit gate-matching error noted.,FIXED_REFERENCE_LABEL
222,S046/TC04_DiversionEconomics,S046,TC04_DiversionEconomics,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,YES,ANSWERABLE,REJECT_PLAN,DETERMINISTIC,A1_A2_AGREEMENT,A1_A2_AGREEMENT,Max delay (600s) is double the 300s cap despite otherwise acceptable gini and divert ratio; queued drones face an unacceptable individual wait.,max_individual_delay_sec=300 badly exceeded (600).,FIXED_REFERENCE_LABEL
223,S046/TC05_DynamicReplan,S046,TC05_DynamicReplan,4,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,YES,ANSWERABLE,ADOPT_WITH_CONDITIONS,DETERMINISTIC,A1_A2_AGREEMENT,A1_A2_AGREEMENT,"Delay (270s) and gini (0.33) both pass, but the rerouted G3 assignment relies on provisional clearance that QA has not yet confirmed, and the passenger 90-second-taxi communication is still an unsent draft; adopt once QA clearance is confirmed and the passenger notice is sent.",QA clearance for reroute 'not yet confirmed'; passenger notice unset.,FIXED_REFERENCE_LABEL
